Why is the statement "Vitamins A, D, E and K have been added" needed on products made with olestra?	Because olestra inhibits the absorption of these fat-soluble vitamins, carrying them out of the body as it passes through undigested.	FNH200::Lesson03
Which olestra-containing products are commercially available in Canada?	None of them. Olestra is not approved in Canada, so no potato chips, low-fat yoghurt or processed meats made with it are sold here.	FNH200::Lesson03
Under Canada's Food and Drug Regulations, what are sweetening AGENTS and which Division covers them?	Sweetening agents are the real sugars: honey, sugar and molasses.<br>They are covered by Division 18.	FNH200::Lesson03
Under Canada's Food and Drug Regulations, what are sweetenERS and which Division covers them?	Sweeteners are the sugar substitutes, regulated as food additives.<br>They are covered by Division 16.	FNH200::Lesson03
Sugar substitutes fall into which two categories, based on digestibility?	Digestible = low caloric (aspartame, sorbitol); indigestible = non-caloric (cyclamate, sucralose, acesulfame-K).	FNH200::Lesson03
Aspartame: caloric class, composition, relative sweetness, and required warning (and why)?	Low caloric (digestible); made of two amino acids; about 200x sweeter than sucrose; carries a PKU warning because people with phenylketonuria cannot metabolize phenylalanine.<br>It is not heat stable, so it breaks down in baking.	FNH200::Lesson03
Cyclamate: caloric class and where you would encounter it?	Non-caloric (indigestible) sweetener; it is the sweetener in Sweet'N Low sold in Canada.	FNH200::Lesson03
Sorbitol: caloric class, chemical family, sweetness, and signature property?	Low caloric (digestible) sugar alcohol that is LESS sweet than sucrose (sweetness index about 50).<br>It gives a cooling sensation.	FNH200::Lesson03
Sucralose: caloric class, relative sweetness, and heat stability?	Non-caloric (indigestible), about 600x sweeter than sucrose, and heat stable.<br>It is the sweetener in Splenda, so it can be used in baking.	FNH200::Lesson03
Acesulfame-K: caloric class, relative sweetness, and heat stability?	Non-caloric (indigestible), about 200x sweeter than sucrose, and heat stable.<br>It is often blended with other sweeteners.	FNH200::Lesson03
Which sugar substitute provides a cool-refreshing sensation in chewing gum, and what is the mechanism?	Sorbitol. Sugar alcohols absorb heat (endothermic) as they dissolve in saliva, so the mouth feels cool.	FNH200::Lesson03
Name the two plant-derived "natural" sweeteners covered in Lesson 3.	Stevia (from a plant leaf) and monk fruit.	FNH200::Lesson03
On the relative sweetness index, what is the reference value, and what are the values for fructose, glucose, maltose, lactose, sorbitol and xylitol?	Sucrose = 100 is the reference.<br>Fructose 140, glucose (dextrose) 70-80, maltose 20, lactose 10-20, sorbitol 50, xylitol 100.	FNH200::Lesson03
What is the enzymatic sequence that converts starch into progressively sweeter sugars?	Starch (amylose, not sweet) --amylase or acid--> maltose (slightly sweet) --maltase--> glucose (sweet) --glucose isomerase--> fructose (very sweet).	FNH200::Lesson03
How does the Food and Drug Regulations table of "Food Additives That May Be Used as Sweeteners" (Table IX) control each sweetener?	It lists each additive with the foods it is permitted in or on and the maximum level of use.<br>Example: acesulfame-potassium is allowed at 0.35% in chewing gum and 0.025% in carbonated beverages as consumed.	FNH200::Lesson03
What are the three sensory factors that determine whether a food is good (yummy)?	Appearance, texture and flavour — where flavour includes aroma and taste.	FNH200::Lesson03
Food texture is measured as which four mechanical forces?	Compression, cutting, shearing and tensile strength.	FNH200::Lesson03
How do we describe the force needed to squeeze a loaf of bread?	Compression.	FNH200::Lesson03
How do we perceive aroma?	Fat-soluble volatiles interacting with receptors in our nasal passages.	FNH200::Lesson03
How do we perceive taste, and what are the tastes?	Water-soluble compounds interacting with receptors on the tongue (taste buds).<br>Four classic tastes — sweet, sour, salty, bitter — plus the fifth, umami (savoury).	FNH200::Lesson03
What is MSG and what does it do?	Monosodium glutamate, a flavour enhancer.<br>It enhances savoury (umami) character and suppresses bitterness.	FNH200::Lesson03
Match the oral sensations astringency, pungency and coolness with the molecules responsible.	Astringency = tannins; pungency = capsaicin; coolness = xylitol.	FNH200::Lesson03
Which oral sensation is caused by tannins, and where would you encounter it?	Astringency — the dry, puckery mouthfeel of red wine or strong tea.	FNH200::Lesson03
Name the three common sensory evaluation tests and what each one measures.	Hedonic test (consumers, how much they like it); discriminative test, a.k.a. difference test (can two products be told apart); descriptive test (trained panel, detailed product profile).	FNH200::Lesson03
Which sensory test measures consumer acceptance level of a new product, and which offers the most details during product development?	Consumer acceptance level = hedonic test.<br>Most details during product development = descriptive analysis.	FNH200::Lesson03
What is the Food and Drugs Act, in full?	R.S.C., 1985, c. F-27 — "An Act respecting food, drugs, cosmetics and therapeutic devices." It is the foundational federal food law in Canada.	FNH200::Lesson04
Food and Drugs Act Section 3 — what does it prohibit, and for which diseases?	Advertising any food, drug, cosmetic or device to the general public as a treatment, preventative or cure for a Schedule A disease; 3(2) also bans selling a product represented that way.<br>Schedule A includes alcoholism, appendicitis, arthritis, cancer, depression, diabetes, heart disease, hypertension, liver diseases, obesity, sexual impotence, tumours, venereal disease.	FNH200::Lesson04
Food and Drugs Act Section 4 — what does it prohibit?	No person shall SELL an article of food that: has a poisonous or harmful substance; is unfit for human consumption; consists of any filthy, putrid, disgusting, rotten, decomposed or diseased animal or vegetable substance; is adulterated; or was manufactured, prepared, preserved, packaged or stored under unsanitary conditions.	FNH200::Lesson04
Food and Drugs Act Section 5 — what does it prohibit?	5(1): no labelling, packaging, treating, processing, selling or advertising of food that is false, misleading or deceptive, or likely to create an erroneous impression regarding character, value, quantity, composition, merit or safety.<br>5(2): food not labelled or packaged as the regulations require is deemed contrary to 5(1).	FNH200::Lesson04
Food and Drugs Act Section 7 — what does it prohibit?	No person shall manufacture, prepare, preserve, package or store for sale any food under unsanitary conditions.	FNH200::Lesson04
What is the key difference between Section 4 and Section 7 of the Food and Drugs Act?	Section 4 is about SELLING food that is itself harmful, unfit, putrid or adulterated. Section 7 is about the unsanitary CONDITIONS under which food is made, packaged or stored for sale.	FNH200::Lesson04
Which agency administers the Food and Drugs Act, and what are its regulatory functions?	Health Canada, Health Products and Food Branch (HPFB). It sets standards of identity and composition for foods, administers the Food and Drugs Act, and writes the food additive regulations.	FNH200::Lesson04
Which agency enforces the Food and Drugs Act, and what are its regulatory functions?	The Canadian Food Inspection Agency (CFIA). It provides food inspection services, enforces Acts including the Food and Drugs Act and the Agriculture and Agri-Food Administrative Monetary Penalties Act, and handles food labelling for industry — so accurate labelling is CFIA's responsibility.	FNH200::Lesson04
Which agency approves food additives such as aspartame and nitrites?	Health Canada — additive approval is administration and rule-setting, not enforcement, so it is not CFIA.	FNH200::Lesson04
What are the six pieces of information mandatory on every food label in Canada?	1) Bilingual (English and French); 2) common name; 3) net quantity; 4) name of the business; 5) ingredient list; 6) Nutrition Facts table — all legible, with placement rules.	FNH200::Lesson04
What label information is required only DEPENDING ON THE FOOD (conditional, not universal)?	Best before date, country of origin, sweeteners such as aspartame, irradiated foods, % milk fat and % alcohol, and allergens.	FNH200::Lesson04
Of net quantity, % milk fat, % alcohol, Nutrition Facts and ingredient list, which is NOT mandatory on a yogurt label?	% alcohol — it is conditional and applies to alcoholic beverages. % milk fat IS mandatory on yogurt because yogurt is a dairy product.	FNH200::Lesson04
How many disease risk reduction claims are approved in Canada, and how do they square with Section 3?	Five. Section 3 bans treatment, preventative or CURE claims for Schedule A diseases, but this short approved list of RISK REDUCTION claims is permitted.	FNH200::Lesson04
Name the five approved disease risk reduction claims in Canada.	1) Sodium and potassium; 2) calcium and vitamin D; 3) saturated and trans fats; 4) cancer risk reduction; 5) dental caries.	FNH200::Lesson04
What is the front-of-package (FOP) label in Canada?	A black-and-white magnifying-glass symbol from Health Canada reading "High in / Élevé en," flagging foods high in saturated fat, sugars, and/or sodium on the front of the package.	FNH200::Lesson04
What is a standardized food, and what are some examples?	A food for which the Food and Drug Regulations prescribe a standard of identity — WHAT must be in it and HOW MUCH.<br>Standardized: bread, enriched white bread, raisin bread, whole wheat bread, ice cream. Not standardized: pizza dough.	FNH200::Lesson04
Why can a fat-free frozen product not be called "ice cream" in Canada?	Ice cream is a standardized food with a required minimum milk fat content. A product lacking that milk fat must be renamed — hence "frozen dessert."	FNH200::Lesson04
Name the grades of eggs in Canada.	Canada Grade A, Grade B, Grade C, and Nest Run. Canada Fancy and Canada Choice are NOT egg grades.	FNH200::Lesson04
Name the grades for processed fruit such as canned peaches, and does brand predict grade?	Canada Fancy, Canada Choice, Canada Standard. Grade is independent of brand — in the class demo a no-name peach product was Canada Fancy while a competing can was Canada Choice.	FNH200::Lesson04
Name the grades of beef in Canada and what distinguishes them.	Canada A, AA, AAA, and Prime — increasing marbling (fat within the muscle). Canada A requires only that some marbling be visible; Prime is the most marbled.	FNH200::Lesson04
Roughly how many food additives are approved in Canada versus the United States, and why the difference?	Roughly 300 in Canada versus over 2,600 in the US. The gap is due mainly to differences in the DEFINITION of a food additive, not to different chemicals in the food supply.	FNH200::Lesson04
What five categories does Canada's definition of "food additive" exclude?	Nutritive materials, seasonings, agricultural residues, food packaging materials, and drugs for therapeutic uses in animals (veterinary drugs).	FNH200::Lesson04
What is Division 16 of the Food and Drug Regulations?	The tables of permitted food additives, listing for each additive the foods it is permitted in or upon and the maximum level of use and other conditions. Approval is therefore use-specific and level-specific, never general.	FNH200::Lesson04
What must be submitted to Health Canada to get a new food additive approved?	Composition, properties and method of manufacture; amount and purpose of use; method of analysis; data on intended physical or other technical effect; detailed reporting of tests; a proposed maximum residue limit in the finished food; specimens of the labelling; and a sample of the additive.	FNH200::Lesson04
Describe the dose-response curve, and how do common foods differ from poisons on it?	Regions: a flat "no effect" zone, a threshold, a dose range of increasing response, then a plateau at maximum effect. Everything has a curve — even common foods — but poisons have a far lower threshold.	FNH200::Lesson04
What is the Acceptable Daily Intake (ADI)?	The amount of an additive that can safely be consumed daily over a lifetime, derived from the no-effect level for humans on the dose-response curve with safety margins applied.	FNH200::Lesson04
What is the Probable Daily Intake (PDI)?	The amount of an additive people are actually likely to consume, estimated from real dietary patterns. It must sit well below the ADI.	FNH200::Lesson04
What happens when the probable daily intake of an additive exceeds the acceptable daily intake?	The additive will not be approved, or will be approved only with restricted use.	FNH200::Lesson04
Aspartame: who is it for, who must avoid it, and what does it break down into on digestion?	Intended for people with diabetic concerns; people with phenylketonuria (PKU) must avoid it, hence the phenylalanine warning. Digestion yields aspartic acid, methanol, and phenylalanine.	FNH200::Lesson04
How much aspartame is in a can of diet pop, how many cans reach the ADI, and where does that intake sit on the dose-response curve?	About 200 mg per can, and about 12 cans per day would be needed to reach the ADI. Actual probable daily intake sits far to the left, deep in the flat no-effect region.	FNH200::Lesson04
Why are nitrites used in cured meats?	All of the above: to develop the pink colour of the finished product, to enhance flavour (meat + nitrite + salt + heat gives cured meat flavour), and to act as an antimicrobial agent.	FNH200::Lesson04
What is the colour chemistry of cured versus ordinary cooked meat?	Myoglobin (red) + heat gives metmyoglobin (brown). Myoglobin (red) + nitrite (NO2-) gives nitrosylhemochrome, the stable pink of cured ham.	FNH200::Lesson04
How does nitrite act as an antimicrobial in cured meats?	Nitrite prevents spores of Clostridium botulinum from germinating into growing, toxin-producing cells.	FNH200::Lesson04
Which chemical found in cured meat is potentially carcinogenic, and how is it formed?	Nitrosamines — formed by nitrite + amines with heat. Not nitrates, nitrites, nitric oxide, or nitrosylhemochrome.	FNH200::Lesson04
Despite the risk, why is nitrite still approved for cured meat in Canada?	All of the above: foods are not a major source of nitrosamine exposure; the risk appears to be very low; and no suitable replacement has been identified to control Clostridium botulinum.	FNH200::Lesson04
List the eight causes of food deterioration shown in the Lesson 5 diagram.	1. Microorganisms (bacteria, yeasts, moulds)<br>2. Food enzymes and other chemical reactions within the food itself<br>3. Reaction with oxygen and/or light<br>4. Gain or loss of moisture<br>5. Inappropriate temperatures<br>6. Time<br>7. Physical stress or abuse<br>8. Infestation by insects, parasites, and rodents	FNH200::Lesson05
Food deterioration causes are grouped into which three broad categories?	Physical, chemical, or biological causes.	FNH200::Lesson05
What are the three primary goals of food preservation?	To keep food safe, nutritious, and of good quality.	FNH200::Lesson05
True or false: a good preservation method can completely eliminate spoilage.	False. No method can completely eliminate spoilage; preservation only slows deterioration down.	FNH200::Lesson05
Which three types of factors contribute to food deterioration and spoilage (Lesson 5 learning objective)?	Chemical, enzymatic, and microbiological factors.	FNH200::Lesson05
Which microorganism is the MOST resistant in a normal environment?	Bacterial spores. Clostridium botulinum is the named example.	FNH200::Lesson05
Rank the four microorganism types from least to most resistant in a normal environment.	Vegetative cells of bacteria (least) to yeasts to moulds to bacterial spores (most resistant).	FNH200::Lesson05
How does the lecture describe vegetative cells of bacteria?	Most common, active, and alive. They are the least resistant of the four microorganism types.	FNH200::Lesson05
How does the lecture describe yeasts?	They survive in less ideal environments and are involved in fermentation.	FNH200::Lesson05
How does the lecture describe moulds?	They tolerate a wide range of environments, pH, and water activity (Aw).	FNH200::Lesson05
Which named organism is the lecture example of a bacterial spore former?	Clostridium botulinum.	FNH200::Lesson05
Name the three classifications of microorganisms based on oxygen requirement.	Aerobic (need oxygen), anaerobic (grow without oxygen), and facultative anaerobe (grow either way).	FNH200::Lesson05
What types of bacteria can grow in canned food?	Anaerobic and facultative anaerobic bacteria. Aerobes cannot, because a sealed can has no oxygen.	FNH200::Lesson05
What is the growth temperature range of psychrophiles?	0 to 18 degrees C.	FNH200::Lesson05
What is the growth temperature range of psychrotrophs?	-5 to 35 degrees C.	FNH200::Lesson05
What is the growth temperature range of mesophiles?	10 to 45 degrees C.	FNH200::Lesson05
What is the growth temperature range of thermophiles?	50 to greater than 100 degrees C.	FNH200::Lesson05
Which microorganisms are responsible for most spoilage in refrigerated foods?	Psychrotrophs (-5 to 35 degrees C), not psychrophiles. Their wide range lets them grow at fridge temperatures and quickly at room temperature.	FNH200::Lesson05
What is the difference between a psychrophile and a psychrotroph?	Psychrophiles are cold specialists growing 0 to 18 degrees C; psychrotrophs are cold-tolerant generalists growing -5 to 35 degrees C.	FNH200::Lesson05
In the GOOD, BAD, and UGLY scheme, what are the GOOD microorganisms?	Those involved in fermentation.	FNH200::Lesson05
In the GOOD, BAD, and UGLY scheme, what are the BAD microorganisms?	Those that spoil our foods.	FNH200::Lesson05
