Starch terms: cooking makes granules absorb water and swell = {{c1::gelatinization}}; cooked starch hardening again on storage = {{c2::retrogradation}}; water squeezed out of a gel = {{c3::syneresis}}.	FNH200::Lesson02
Minimum water activity for growth: most bacteria {{c1::0.91}}, most yeasts {{c2::0.88}}, most molds {{c3::0.80}}; osmophilic yeasts 0.62 and xerophilic molds 0.65.	FNH200::Lesson02
Sources: agar from {{c1::seaweed (kelp)}}, carrageenan from {{c2::seaweed (red algae)}}, gum arabic from {{c3::the bark of the acacia tree}}, and xanthan gum produced by bacteria.	FNH200::Lesson02
Fat provides {{c1::9}} Cal per gram, and fat substitutes are grouped as {{c2::protein}}-based, {{c2::carbohydrate}}-based or {{c2::fat}}-based, with examples {{c3::Simplesse}}, {{c3::Maltrin}} and {{c3::Olean}} respectively.	FNH200::Lesson03
Digestibility of fat substitutes: Simplesse is {{c1::partially digestible}}, Maltrin is {{c2::fully digestible}}, and Olean is {{c3::indigestible}}.	FNH200::Lesson03
Simplesse is made from {{c1::soy, milk or egg white protein}} by a process called {{c2::microparticulation}} that forms tiny {{c2::spherical}} particles, and it may be declared in the ingredient list as {{c3::modified protein}}.	FNH200::Lesson03
Olestra products must state "Vitamins {{c1::A, D, E and K}} have been added" because olestra {{c2::inhibits the absorption}} of these fat-soluble vitamins; the number of olestra-containing products commercially available in Canada is {{c3::none}}.	FNH200::Lesson03
Under the Food and Drug Regulations, sweetening AGENTS (honey, sugar, molasses) fall under Division {{c1::18}}, while sweetenERS, which are {{c2::food additives}}, fall under Division {{c3::16}}.	FNH200::Lesson03
Relative sweetness: aspartame is about {{c1::200}}x sucrose, sucralose about {{c2::600}}x, and acesulfame-K about {{c3::200}}x.	FNH200::Lesson03
Digestible-low caloric sweeteners are {{c1::aspartame}} and {{c1::sorbitol}}; indigestible-non caloric sweeteners are {{c2::cyclamate}}, {{c2::sucralose}} and {{c2::acesulfame-K}}; the one carrying a PKU warning is {{c3::aspartame}} and the one giving a cooling sensation in gum is {{c3::sorbitol}}.	FNH200::Lesson03
On the sweetness index, sucrose = {{c1::100}}, fructose = {{c2::140}}, glucose = {{c2::70-80}}, maltose = {{c3::20}}, sorbitol = {{c3::50}} and xylitol = {{c3::100}}.	FNH200::Lesson03
Sweetness sequence: starch (amylose, not sweet) is broken down by {{c1::amylase or acid}} to maltose (slightly sweet), then by {{c2::maltase}} to glucose (sweet), then by {{c3::glucose isomerase}} to fructose (very sweet).	FNH200::Lesson03
The three sensory factors are {{c1::appearance}}, {{c1::texture}} and {{c1::flavour}}, where flavour includes {{c2::aroma}} and {{c2::taste}}; texture is measured as the mechanical forces {{c3::compression, cutting, shearing and tensile strength}}.	FNH200::Lesson03
Aroma is perceived as {{c1::fat}}-soluble volatiles interacting with receptors in our {{c1::nasal passages}}, while taste is {{c2::water}}-soluble compounds on the tongue; the four tastes are sweet, sour, salty and bitter, plus the fifth, {{c3::umami}}, whose enhancer MSG ({{c3::monosodium glutamate}}) boosts savouriness and suppresses {{c3::bitterness}}.	FNH200::Lesson03
Oral sensations: astringency is caused by {{c1::tannins}}, pungency by {{c1::capsaicin}} and coolness by {{c1::xylitol}}; the three common sensory tests are the {{c2::hedonic}} test (consumer acceptance), the {{c2::discriminative}} or difference test (products), and the {{c3::descriptive}} test, which offers the most details during product development.	FNH200::Lesson03
Food and Drugs Act keywords: Section {{c1::3}} bans advertising a food as a treatment, preventative or cure for {{c1::Schedule A}} diseases; Section {{c2::4}} bans selling food that is poisonous, unfit, filthy/putrid/rotten, or adulterated; Section {{c3::5}} bans labelling or advertising that is false, misleading or deceptive; Section {{c3::7}} bans manufacturing, preparing, preserving, packaging or storing food for sale under unsanitary conditions.	FNH200::Lesson04
{{c1::Health Canada (Health Products and Food Branch, HPFB)}} ADMINISTERS the Food and Drugs Act, sets standards of identity and composition, and writes the food additive regulations, while {{c2::CFIA (Canadian Food Inspection Agency)}} handles inspection, ENFORCEMENT, and food labelling for industry.	FNH200::Lesson04
The six mandatory elements on every Canadian food label are: {{c1::bilingual (English and French)}}, {{c1::common name}}, {{c1::net quantity}}, {{c2::name of the business}}, {{c2::list of ingredients}}, and {{c2::Nutrition Facts table}}; required only depending on the food are {{c3::best before date, country of origin, sweeteners (aspartame), irradiated foods, % milk fat, % alcohol, and allergens}}.	FNH200::Lesson04
There are exactly {{c1::five}} disease risk reduction claims approved in Canada: {{c2::sodium and potassium}}, {{c2::calcium and vitamin D}}, {{c2::saturated and trans fats}}, {{c2::cancer risk reduction}}, and {{c2::dental caries}}; the newer front-of-package label is a {{c3::magnifying glass}} symbol from Health Canada reading "High in / Élevé en" for {{c3::saturated fat, sugars, or sodium}}.	FNH200::Lesson04
Grade names: eggs are graded {{c1::Canada Grade A, B, C, and Nest Run}}; processed fruit is graded {{c2::Canada Fancy, Canada Choice, Canada Standard}}; beef is graded {{c3::Canada A, AA, AAA, Prime}} in order of increasing {{c3::marbling}}.	FNH200::Lesson04
Because of differences in definition there are roughly {{c1::300}} approved food additives in Canada versus over {{c2::2600}} in the United States; Canada's definition excludes {{c3::nutritive materials, seasonings, agricultural residues, food packaging materials, and drugs for therapeutic uses in animals}}.	FNH200::Lesson04
The Health Canada additive approval submission requires: composition, properties and method of manufacture; {{c1::amount and purpose of use}}; {{c1::method of analysis}}; data on the intended physical or technical effect; {{c2::detailed reporting of tests}}; {{c2::a proposed maximum residue limit in the finished food}}; {{c3::specimens of the labelling}}; and {{c3::a sample of the food additive}}.	FNH200::Lesson04
On the dose-response curve the sequence is {{c1::no effect}} region, then the {{c2::threshold}}, then the dose range of {{c2::increasing response}}, then {{c3::maximum effect}}; poisons differ from common foods by having a much {{c3::lower threshold}}.	FNH200::Lesson04
{{c1::ADI (Acceptable Daily Intake)}} is derived from the no-effect level for humans, while {{c2::PDI (Probable Daily Intake)}} is what people actually consume; if PDI exceeds ADI the additive will be {{c3::not approved, or approved only with restricted use}}.	FNH200::Lesson04
Aspartame contains about {{c1::200 mg}} per can of diet pop and it would take about {{c2::12 cans}} per day to reach the ADI; on digestion it breaks down into {{c3::aspartic acid, methanol, and phenylalanine}}.	FNH200::Lesson04
Nitrite chemistry in cured meats: myoglobin + heat gives {{c1::metmyoglobin (brown)}}, while myoglobin + nitrite gives {{c1::nitrosylhemochrome (pink)}}; meat + nitrite + salt + heat gives {{c2::cured meat flavour}}; nitrite also stops {{c2::Clostridium botulinum}} spores from germinating; but nitrite + amines + heat forms {{c3::nitrosamines}}, the potentially carcinogenic compound.	FNH200::Lesson04
Nitrite remains approved in Canada because {{c1::foods are not a major source of nitrosamine exposure}}, {{c2::the risk appears to be very low}}, and {{c3::no suitable replacement has been identified to control C. botulinum}}.	FNH200::Lesson04
The eight causes of food deterioration are microorganisms, {{c1::food enzymes and other chemical reactions}}, reaction with {{c1::oxygen and/or light}}, {{c2::gain or loss of moisture}}, {{c2::inappropriate temperatures}}, {{c3::time}}, {{c3::physical stress or abuse}}, and {{c3::infestation}} by insects, parasites, and rodents.	FNH200::Lesson05
Causes of food deterioration are grouped as {{c1::physical}}, {{c2::chemical}}, or {{c3::biological}}, and no method can completely {{c1::eliminate spoilage}}.	FNH200::Lesson05
Ranked from least to most resistant in a normal environment: {{c1::vegetative cells of bacteria}}, then {{c2::yeasts}}, then {{c3::moulds}}, then {{c1::bacterial spores}}, whose named example is {{c2::Clostridium botulinum}}.	FNH200::Lesson05
By oxygen requirement, microorganisms are {{c1::aerobic}}, {{c2::anaerobic}}, or {{c3::facultative anaerobes}}; the ones able to grow in canned food are {{c2::anaerobes}} and {{c3::facultative anaerobes}}.	FNH200::Lesson05
Growth temperature ranges: psychrophiles {{c1::0 to 18}} degrees C, psychrotrophs {{c2::-5 to 35}} degrees C, mesophiles {{c3::10 to 45}} degrees C, thermophiles {{c3::50 to over 100}} degrees C; most spoilage of refrigerated food is caused by {{c1::psychrotrophs}}, not psychrophiles.	FNH200::Lesson05
Microorganisms are the GOOD ({{c1::fermentation}}), the BAD ({{c2::spoilage of our foods}}), and the UGLY ({{c3::foodborne illness}}).	FNH200::Lesson05
Fermentation can be carried out by {{c1::vegetative cells of bacteria}}, {{c2::yeasts}}, and {{c3::moulds}}, but not by {{c1::bacterial spores}}.	FNH200::Lesson05
Browning of a cut apple is caused by the enzyme {{c1::polyphenol oxidase}} reacting with {{c2::oxygen}}, whereas browning inside an uncut apple is caused by {{c3::improper storage temperature}}.	FNH200::Lesson05
Enzymatic browning of apple slices can be prevented by dipping in {{c1::hot water}}, dipping in {{c2::water}}, dipping in water with {{c2::lemon juice}}, or applying {{c3::sulfur dioxide}}.	FNH200::Lesson05
Retrogradation makes bread tough and dry through {{c1::syneresis}} squeezing water out from between starch molecules, {{c2::moisture loss during storage}}, and exclusion of water previously absorbed during {{c3::gelatinization}}.	FNH200::Lesson05
Perishability tiers: {{c1::perishable}} (fresh meat, milk), {{c2::semi-perishable}} (ice cream, cheese, potato chips), and {{c3::shelf stable}} (canned goods, sugar, flour, dehydrated pasta).	FNH200::Lesson05
The primary goals of food preservation are to keep food {{c1::safe}}, {{c2::nutritious}}, and of good {{c3::quality}}, while accepting that no method can completely {{c1::eliminate spoilage}}.	FNH200::Lesson05
The three heat treatments and their targets: {{c1::blanching}} targets {{c1::enzymes such as polyphenol oxidase}}, {{c2::pasteurization}} targets {{c2::pathogenic (ugly) microorganisms}}, and {{c3::commercial sterilization}} targets essentially everything, especially {{c3::Clostridium botulinum spores}}.	FNH200::Lesson06
In {{c1::canning}} the food is placed and sealed in the container first and then heated, while in {{c2::UHT}} the food is heated first and then filled into the container; canning containers only need to be {{c3::clean}} whereas UHT containers must be {{c3::fully sterilized}} beforehand.	FNH200::Lesson06
The official name of the juice-box packaging material is {{c1::Tetra Pak}}, and it is most commonly sterilized with {{c2::hydrogen peroxide}}; combining separately sterilized food and package is called {{c3::aseptic packaging}}.	FNH200::Lesson06
The {{c1::D-value}}, or {{c1::decimal reduction time}}, is the time needed to kill {{c2::90}}% of the microorganisms, i.e. {{c2::one}} log cycle; it is fixed for the same {{c3::microorganism}}, in the same {{c3::food}}, at the same {{c3::temperature}}.	FNH200::Lesson06
Food at pH equal to or above {{c1::4.6}} is {{c1::low-acid}} and is processed for {{c2::12D}}, while food at pH below 4.6 is {{c1::high-acid}} and is processed for {{c3::5D}}.	FNH200::Lesson06
On a thermal death {{c1::rate}} curve, {{c2::number of survivors}} is plotted against {{c2::time}}, while on a thermal death {{c1::time}} curve the {{c3::D-value}} is plotted against {{c3::temperature}}.	FNH200::Lesson06
The {{c1::Z-value}} is the change in temperature that causes a {{c2::10x}} change (one log cycle) in the {{c2::D-value}}; a small Z-value means the organism is {{c3::very responsive to temperature}}.	FNH200::Lesson06
The {{c1::F-value}} is the total processing time needed to sterilize a specific organism at the reference temperature {{c2::121.1}} C ({{c2::250}} F), measured at the {{c3::slowest heating point}} in the container; to calculate it, convert the D-value to 121 C using the {{c1::Z-value}}, check the {{c2::pH}} to decide {{c3::5D or 12D}}, then multiply.	FNH200::Lesson06
Chicken broth at pH {{c1::6.2}} went from 4,000 to 4 units in 18 min, which is {{c2::3}} log cycles, so D = {{c2::6}} min; being low-acid it needs 12D = {{c3::72}} minutes, whereas tomato juice at pH 3.8 with D = 5 min needs 5D = {{c3::25}} minutes.	FNH200::Lesson06
Ranch dressing, pH 5.3, D = 180 s at 91 C with Z = 10 C: 30 C / 10 = {{c1::3}} log cycles, so D at 121 C = {{c1::0.18}} s; pH 5.3 is above 4.6 so use {{c2::12D}}, giving F = {{c3::2.16}} seconds.	FNH200::Lesson06
The margin of safety assumes {{c1::C. botulinum}} is present, assumes it is in its most resistant form, {{c2::spores}}, and designs the process on an even more {{c3::heat-resistant 'relative'}} of C. botulinum.	FNH200::Lesson06
Heat moves molecule to molecule in straight lines by {{c1::conduction}} in solid foods like SPAM, where the cold point is at the {{c2::geometric centre}}; it moves by fluid motion via {{c1::convection}} in thin liquids, where the cold point is {{c2::lower than the centre}}; a can of corn chowder is {{c3::mainly convection with some conduction}}.	FNH200::Lesson06
Cold storage (refrigeration) of foods is carried out at {{c1::-2}} to {{c2::16}} degrees C, and it {{c3::slows down but does not stop}} the growth of microorganisms.	FNH200::Lesson07
Freezing preserves foods by {{c1::slowing down}} microbial growth, {{c2::stopping}} microbial growth, and {{c3::freezing water molecules}} - it does not kill or eliminate microorganisms.	FNH200::Lesson07
Freezing {{c1::lowers}} the water activity of a food because liquid water is converted to {{c2::ice}}, which is {{c3::not available}} to microorganisms.	FNH200::Lesson07
During freezing the volume of water {{c1::increases}}, expanding by about {{c2::9}}%, which is exactly why {{c3::glass bottles}} are not suitable packaging for frozen products.	FNH200::Lesson07
{{c1::Rapid (deep)}} freezing produces {{c2::many small}} ice crystals both inside and outside the cells, whereas {{c3::slow (mild-temperature)}} freezing produces few large crystals mostly outside the cells that rupture cell walls.	FNH200::Lesson07
The most important factor in producing high quality frozen foods is keeping the freezing temperature {{c1::constant}}, because fluctuation causes {{c2::recrystallization}} driven by {{c3::migration of water molecules}}.	FNH200::Lesson07
{{c1::Freeze burn}} is the dried, discoloured patch on improperly packaged frozen meat and chicken, caused by {{c2::sublimation}} of ice escaping through {{c3::inadequate packaging}}.	FNH200::Lesson07
The four freezing methods are {{c1::air-blast}} freezing (fluidized-bed freezers, IQF), {{c2::indirect contact}} freezing (plate and slush freezers), immersion freezing, and {{c3::cryogenic}} freezing (liquid nitrogen or carbon dioxide).	FNH200::Lesson07
{{c1::Strawberries, mango chunks and shrimp}} are best frozen individually quick frozen (IQF) in {{c2::fluidized-bed}} freezers, whereas a {{c3::turkey}} is frozen by immersion freezing.	FNH200::Lesson07
Vacuum packaging is especially effective against {{c1::aerobic}} spoilage-causing bacteria but not against {{c2::anaerobic}} organisms, while {{c3::modified atmosphere}} packaging alters the gas mix once at packing time and controlled atmosphere packaging actively maintains it.	FNH200::Lesson07
Syneresis in refrigerated foods causes {{c1::staling of bread}} and {{c2::drip loss in fish}}, but it does not cause {{c3::colour change in fresh meat}} or loss of nutrients.	FNH200::Lesson07
Drip loss in thawed strawberries results from {{c1::large}} ice crystals formed because of {{c2::fluctuating storage temperature}}, and thawing is {{c3::slower}} than freezing because water conducts heat better than ice.	FNH200::Lesson07
The principle of dehydration is {{c1::removal of free water}} and {{c2::lowering of water activity}} - it does NOT {{c3::eliminate pathogenic or spoilage-causing microorganisms}}.	FNH200::Lesson08
During dehydration, water is removed from the {{c1::surface}} of the food first and is often {{c2::trapped in the centre}}; drying the surface too fast causes {{c3::case hardening}}.	FNH200::Lesson08
The white powder on dried pineapple or mango is {{c1::sugar}}, and it got there because it was {{c2::left behind on the surface as water was removed}}.	FNH200::Lesson08
The seven dehydration methods are {{c1::sun}} drying, {{c2::tray (hot air)}} drying, {{c3::spray}} drying, {{c4::vacuum microwave}} drying, {{c5::drum}} drying, {{c6::deep fat frying}}, and {{c7::extrusion}} drying.	FNH200::Lesson08
The most common form of dehydration worldwide is {{c1::sun drying}}, while the technique developed at UBC is {{c2::vacuum microwave drying}}.	FNH200::Lesson08
Spray drying atomizes a {{c1::liquid}} into a fine mist in a hot chamber to give a {{c2::powder}}; signature products are {{c3::skim milk powder}} and {{c4::instant coffee}}.	FNH200::Lesson08
In drum drying, the slurry is spread as a thin film on a drum heated by {{c1::120}} degrees C steam and the dried layer is scraped off by a {{c2::doctor blade}}; the signature product is {{c3::instant mashed potato}}.	FNH200::Lesson08
Deep fat frying works because fat {{c1::withstands high temperature}}, and the important property of deep fat-fried instant noodles is {{c2::rapid rehydration due to the voids left as water evaporated}}.	FNH200::Lesson08
In extrusion drying, dough is forced under heat and pressure through a {{c1::die}}; on exit the steam flashes and the product {{c2::puffs}}, as in {{c3::Cheerios, cheese puffs, shrimp crackers and veggie straws}}.	FNH200::Lesson08
Freeze drying is two steps: (1) {{c1::freeze}} the food, then (2) {{c2::dry under vacuum (low pressure, low temperature)}} so that the ice {{c3::sublimes}}.	FNH200::Lesson08
Freeze-dried food keeps its {{c1::original size and shape}}, its {{c2::bright colour}}, and {{c3::rehydrates faster and better}}, because each ice crystal leaves behind a {{c4::void}}; the drawback is that it is {{c5::slow and expensive}}.	FNH200::Lesson08
The best packaging for dried foods is {{c1::tin card (foil)}} because it {{c2::blocks light}} and {{c3::prevents oxidation}}.	FNH200::Lesson08
The three principles of preservation by fermentation are {{c1::microbial antagonism}}, {{c2::antimicrobial agents}} and {{c3::lowering pH}}.	FNH200::Lesson09
A favourable environment for fermentation is created by controlling {{c1::temperature}}, {{c2::salt}}, {{c3::oxygen}} and {{c4::moisture}}.	FNH200::Lesson09
Table 9.1 yeast fermentations: malt gives {{c1::beer, ale and stout}}; fruit gives {{c2::wine and vermouth}}; wines give {{c3::brandy}}; rice gives {{c4::sake}}; bread dough gives {{c5::bread}}.	FNH200::Lesson09
In alcoholic fermentation, {{c1::yeast}} converts {{c2::glucose}} to {{c3::ethanol}}; to make vinegar, {{c4::acetic acid bacteria}} then convert ethanol to {{c5::acetic acid}}.	FNH200::Lesson09
Cheese making sequence: pasteurization, add {{c1::lactic acid culture}} and other microorganisms if chosen, add the {{c2::coagulating enzyme (rennet or rennin-like substitute)}}, fermentation ({{c3::lactose}} to {{c4::lactic acid}}), curd coagulation (calcium-sensitive casein micelles form a {{c5::gel}}), then {{c6::cutting}} and {{c7::cooking}}, giving curd and whey.	FNH200::Lesson09
The CURD contains {{c1::casein}}, {{c2::fat}}, most of the {{c3::calcium and phosphorus}}, lactic acid and water.	FNH200::Lesson09
The WHEY contains {{c1::whey proteins}}, {{c2::water-soluble vitamins}}, some calcium and phosphorus, water, {{c3::lactose}} and lactic acid; {{c4::whey disposal}} is a major problem for the dairy industry because of its high water and solids content.	FNH200::Lesson09
After separation the curd is {{c1::matted}}, {{c2::milled}}, {{c3::salted}}, {{c4::pressed}}, then {{c5::cured and ripened}}, and finally packaged for retail.	FNH200::Lesson09
Rennet is naturally found in the {{c1::4th (fourth)}} stomach of the calf, the {{c2::abomasum}}, and its major function is the formation of a {{c3::yoghurt-like coagulum}}.	FNH200::Lesson09
Chymosin A is derived from {{c1::Escherichia coli K-12}} and chymosin B from {{c2::Aspergillus niger}} or {{c3::Kluyveromyces marxianus}}; on a Canadian cheese label this appears as {{c4::"microbial enzyme"}}.	FNH200::Lesson09
Specialty cheese microbes: {{c1::Propionibacterium shermanii}} makes the eyes in Swiss; {{c2::Penicillium camembertii}} hydrolyzes {{c3::protein}} for creamy Camembert; {{c4::Penicillium roquefortii}} hydrolyzes {{c5::milk fat}} for blue-veined Roquefort.	FNH200::Lesson09
Novel foods in Canada are {{c1::products that have never been used as a food}}, {{c2::foods resulting from a process not previously used for food}}, and {{c3::foods modified by genetic manipulation}}; they are regulated by {{c4::Health Canada and the CFIA}}.	FNH200::Lesson09
The three approved sources of ionizing energy are gamma radiation from {{c1::Cobalt-60}} or {{c2::Cesium-137}}, X-rays from a machine source at or below {{c3::5}} MeV, and electrons from a machine source at or below {{c4::10}} MeV.	FNH200::Lesson10
Irradiation dose is measured in {{c1::Gray}} (kiloGray, kGy, or Rad), defined as the energy {{c2::absorbed by the food}}; in Canada the dose must be {{c3::less than 10 kGy}}.	FNH200::Lesson10
In a Cobalt-60 facility the source rods sit at the bottom of a {{c1::water pool}} while food passes above on a conveyor, and the main regulatory concern is the {{c2::safety of the personnel}}.	FNH200::Lesson10
Direct DNA damage from ionizing energy leads to destruction of {{c1::microorganisms}}, destruction of {{c2::insects}}, inactivation of {{c3::parasites}}, delaying of {{c4::ripening}}, {{c5::sprouting}} inhibition, and destruction of {{c6::enzymes}}.	FNH200::Lesson10
Ionizing energy preserves food indirectly by forming {{c1::free radicals}}, {{c2::hydrogen peroxide (H2O2)}}, and {{c3::radiolytic products}} - but not {{c4::radiative (radioactive) food}}.	FNH200::Lesson10
{{c1::Radicidation}}, < 10 kGy, targets {{c2::disease-causing}} microorganisms; {{c1::Radurization}}, < 10 kGy, targets {{c3::spoilage-causing}} microorganisms; {{c1::Radappertization}}, {{c4::> 10}} kGy, achieves {{c5::sterilization}}.	FNH200::Lesson10
For ionizing energy the D-value is the absorbed energy dosage giving a {{c1::decimal reduction (90% reduction)}} of the target microorganism, and the required treatment is {{c2::5D}} for acid foods and {{c3::12D}} for low-acid foods.	FNH200::Lesson10
If a target organism's D-value is 0.9 kGy, an acid food needs 5D = {{c1::4.5}} kGy and a low-acid food needs 12D = {{c2::10.8}} kGy, so approval {{c3::depends on the pH of the product}}.	FNH200::Lesson10
The three precautionary steps to limit irradiation damage are irradiating {{c1::frozen}} foods, irradiating in {{c2::vacuum}}, and adding {{c3::free radical scavengers}}.	FNH200::Lesson10
{{c1::CFIA}} handles labelling and advertising of irradiated foods under Division {{c2::16}}, the {{c3::Canadian Nuclear Safety Commission}} regulates the uses of radiation sources, and {{c4::Atomic Energy of Canada Limited}} develops the irradiators.	FNH200::Lesson10
The foods approved for irradiation in Canada are {{c1::potatoes}}, {{c2::onion}}, {{c3::wheat and wheat flour}}, {{c4::dried spices}}, and {{c5::ground beef}} (approved in {{c6::2017}}).	FNH200::Lesson10
Irradiated foods must carry a statement such as 'treated by irradiation' plus the {{c1::radura}} symbol, and an irradiated ingredient of another food must be declared only if it is {{c2::10% or more}} of the final food; Canada's processing facilities are in {{c3::Port Coquitlam, BC}} and {{c4::Laval, Quebec}}.	FNH200::Lesson10
Table 3 (blanching in WATER): vitamin C {{c1::16-58}}% loss, riboflavin {{c2::30-50}}% loss, thiamin {{c3::16-34}}% loss, niacin {{c3::32-37}}% loss.	FNH200::Lesson11
Table 3 (blanching with STEAM): vitamin C only {{c1::16-26}}% loss and vitamin B6 {{c2::21}}% loss - steam beats water because water-soluble vitamins {{c3::leach out into the blanching water}}.	FNH200::Lesson11
Table 4 (conventional canning of vegetables): vitamin C {{c1::33-90}}%, thiamin {{c2::16-83}}%, riboflavin {{c3::25-67}}% loss.	FNH200::Lesson11
Table 4 (conventional canning, continued): folacin {{c1::35-84}}%, pantothenic acid {{c2::30-85}}%, vitamin B6 {{c3::0-91}}%, biotin {{c3::0-78}}%, vitamin A {{c3::0-84}}% loss.	FNH200::Lesson11
Table 5 (thiamin loss, HTST vs conventional): strained lima beans {{c1::15.8}}% vs {{c2::40.3}}%; strained beef {{c3::9.5}}% vs 21.6%; tomato juice concentrate 0% vs 2.8%.	FNH200::Lesson11
Newsome on freezing: it results in a nutritive quality {{c1::closest to that of fresh, raw foods}}; foods must be frozen {{c2::quickly and solidly}} and held at a constant low temperature of {{c3::-18 degrees F}} or lower, avoiding intermittent thawing.	FNH200::Lesson11
Frozen foods keep for {{c1::9 months to 1 year}} - shorter than canned - because not all the water freezes and vitamins {{c2::A, C and E}} plus some fatty acids oxidize; freezing also shows small {{c3::10-20}}% unexplainable losses of water-soluble vitamins in pork.	FNH200::Lesson11
Storage: canned goods held up to {{c1::one year}} at temperatures below {{c2::70-75 degrees F}} show less than a {{c3::10-20}}% change in vitamin concentration, but storage above room temperature markedly decreases retention.	FNH200::Lesson11
Three near-synonyms: {{c1::restoration}} = adding back what was lost during processing; {{c2::fortification}} = adding something not naturally present in the food; {{c3::enrichment}} = adding to meet a standard, usually more than naturally present.	FNH200::Lesson11
Product examples: orange juice with calcium and vitamin D is {{c1::fortified}}; apple juice labelled "100% vitamin C" is {{c2::restored}}; Five Roses white flour is {{c3::enriched}}.	FNH200::Lesson11
Canadian milk regulations: whole milk must contain added vitamin D at {{c1::300-400}} IU per reasonable daily intake, and skim milk (max {{c3::0.3}}% milk fat) must also have vitamin A added at {{c2::1,200-2,500}} IU.	FNH200::Lesson11
Heat processing destroys three antinutritional factors: {{c1::amylase and trypsin inhibitors}} in cereal grains, peas and beans; {{c2::thiaminase}} in fish, shellfish, brussels sprouts and red cabbage; and {{c3::avidin}} in raw egg white, which binds biotin and some of the iron in egg yolk.	FNH200::Lesson11
Table 2 headline facts: vitamin C is stable only in {{c1::acid}}, vitamin A is {{c2::unstable}} in acid, and {{c3::niacin and mineral salts}} are stable under every condition listed.	FNH200::Lesson11
Solanine in potatoes: normal level is {{c1::2 to 13}} mg per 100 g of potato, but the green part contains {{c2::80 to 100}} mg; solanine is {{c3::heat resistant}}, so cooking does not destroy it.	FNH200::Lesson12
The Temperature Danger Zone (TDZ) runs from {{c1::4}} degrees C to {{c2::60}} degrees C, i.e. {{c3::40 to 140}} degrees F, and bacteria can grow and/or produce toxins in food left in it.	FNH200::Lesson12
